"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Arizona","La Paz",2019,90,78,12,0,0,0,0,74,54,43,0,0,87,0,3,0
"Arizona","Maricopa",2019,91,50,41,0,0,0,0,92,71,48,1,2,44,0,38,6
"Arizona","Mohave",2019,90,90,0,0,0,0,0,31,17,6,0,0,0,0,0,90
"Arizona","Navajo",2019,90,81,9,0,0,0,0,74,51,41,0,0,90,0,0,0
"Arizona","Pima",2019,91,75,16,0,0,0,0,84,58,43,1,0,70,0,5,15
"Arizona","Pinal",2019,90,75,15,0,0,0,0,90,61,43,0,0,82,0,0,8
"Arizona","Santa Cruz",2019,90,52,37,1,0,0,0,120,68,41,0,0,0,0,67,23
"Arizona","Yavapai",2019,86,83,3,0,0,0,0,58,45,39,0,0,86,0,0,0
"Arizona","Yuma",2019,90,79,11,0,0,0,0,80,51,43,0,0,71,0,13,6
"Arkansas","Arkansas",2019,30,29,1,0,0,0,0,58,46,28,0,0,0,0,30,0
"Arkansas","Ashley",2019,29,28,1,0,0,0,0,55,43,21,0,0,0,0,29,0
"Arkansas","Benton",2019,73,50,23,0,0,0,0,68,60,43,0,0,0,0,73,0
"Arkansas","Clark",2019,56,56,0,0,0,0,0,46,36,28,0,0,56,0,0,0
"Arkansas","Craighead",2019,30,27,3,0,0,0,0,61,53,29,0,0,0,0,30,0
"Arkansas","Crittenden",2019,90,84,6,0,0,0,0,55,48,37,0,2,53,0,35,0
"Arkansas","Garland",2019,30,26,4,0,0,0,0,67,53,23,0,0,0,0,30,0
"Arkansas","Jackson",2019,30,28,2,0,0,0,0,57,47,28,0,0,0,0,30,0
"Arkansas","Newton",2019,90,89,0,1,0,0,0,129,42,34,0,0,90,0,0,0
"Arkansas","Polk",2019,90,82,8,0,0,0,0,67,50,36,0,0,84,0,6,0
"Arkansas","Pulaski",2019,91,70,21,0,0,0,0,74,54,41,1,0,42,0,48,0
"Arkansas","Union",2019,90,83,7,0,0,0,0,59,50,31,0,0,0,0,90,0
"Arkansas","Washington",2019,90,75,15,0,0,0,0,89,59,42,0,0,50,0,40,0
"California","Alameda",2019,60,46,14,0,0,0,0,87,57,38,1,10,25,0,24,0
"California","Amador",2019,31,31,0,0,0,0,0,35,33,27,0,0,31,0,0,0
"California","Butte",2019,57,42,14,1,0,0,0,102,81,33,0,0,3,0,54,0
"California","Calaveras",2019,31,26,5,0,0,0,0,78,54,32,0,0,18,0,13,0
"California","Colusa",2019,78,68,10,0,0,0,0,81,55,25,0,0,12,0,66,0
"California","Contra Costa",2019,59,51,7,0,1,0,0,194,61,36,0,4,33,1,21,0
"California","El Dorado",2019,31,31,0,0,0,0,0,40,38,34,0,0,23,0,0,8
"California","Fresno",2019,90,62,20,8,0,0,0,140,95,43,0,0,53,0,36,1
"California","Glenn",2019,31,24,7,0,0,0,0,71,56,32,0,0,20,0,11,0
"California","Humboldt",2019,91,88,3,0,0,0,0,64,40,29,1,0,66,0,13,11
"California","Imperial",2019,52,27,24,1,0,0,0,144,77,47,0,0,0,0,52,0
"California","Inyo",2019,90,87,3,0,0,0,0,74,47,42,0,0,86,0,0,4
"California","Kern",2019,120,96,15,7,2,0,0,166,81,17,0,0,0,0,85,35
"California","Kings",2019,120,105,13,2,0,0,0,130,54,36,0,0,99,0,12,9
"California","Lake",2019,17,17,0,0,0,0,0,29,23,6,0,0,0,0,12,5
"California","Madera",2019,5,5,0,0,0,0,0,30,30,15,0,0,0,0,5,0
"California","Marin",2019,58,54,4,0,0,0,0,67,47,34,0,3,37,0,18,0
"California","Mariposa",2019,89,80,9,0,0,0,0,67,54,42,0,0,80,0,9,0
"California","Merced",2019,19,13,5,1,0,0,0,116,90,31,0,0,0,0,18,1
"California","Monterey",2019,91,90,1,0,0,0,0,65,44,36,1,0,87,0,3,0
"California","Napa",2019,60,54,6,0,0,0,0,71,52,34,1,0,38,0,21,0
"California","Nevada",2019,88,81,7,0,0,0,0,65,50,41,0,0,74,0,14,0
"California","Placer",2019,59,50,9,0,0,0,0,85,65,34,0,0,17,0,42,0
"California","Plumas",2019,46,19,23,4,0,0,0,138,90,57,0,0,0,0,46,0
"California","Riverside",2019,120,87,26,7,0,0,0,145,71,42,0,0,75,0,3,42
"California","Sacramento",2019,59,43,13,3,0,0,0,116,95,31,0,0,9,0,49,1
"California","San Benito",2019,90,89,1,0,0,0,0,54,44,36,0,0,90,0,0,0
"California","San Bernardino",2019,89,79,9,1,0,0,0,150,51,43,0,0,89,0,0,0
"California","San Francisco",2019,60,53,7,0,0,0,0,79,55,37,1,11,30,0,18,0
"California","San Joaquin",2019,37,16,15,6,0,0,0,137,116,57,1,0,2,0,29,5
"California","San Luis Obispo",2019,90,83,7,0,0,0,0,68,47,37,0,0,43,0,41,6
"California","San Mateo",2019,60,52,8,0,0,0,0,65,53,38,1,1,35,0,23,0
"California","Santa Barbara",2019,91,90,1,0,0,0,0,54,46,40,1,0,88,0,2,0
"California","Santa Clara",2019,60,49,11,0,0,0,0,68,62,37,1,2,33,0,24,0
"California","Santa Cruz",2019,90,86,4,0,0,0,0,61,45,38,0,0,74,0,16,0
"California","Shasta",2019,80,77,3,0,0,0,0,73,47,42,0,0,74,0,5,1
"California","Solano",2019,90,75,15,0,0,0,0,90,59,38,0,1,58,0,31,0
"California","Sonoma",2019,58,56,2,0,0,0,0,80,44,35,1,1,33,0,23,0
"California","Stanislaus",2019,37,23,13,1,0,0,0,103,89,37,1,0,9,0,24,3
"California","Sutter",2019,59,43,14,2,0,0,0,110,82,31,0,0,5,0,54,0
"California","Tehama",2019,8,8,0,0,0,0,0,16,16,5,0,0,0,0,0,8
"California","Trinity",2019,11,8,2,1,0,0,0,113,64,36,0,0,0,0,11,0
"California","Tulare",2019,90,81,6,3,0,0,0,132,56,34,0,0,79,0,11,0
"California","Tuolumne",2019,31,31,0,0,0,0,0,39,36,31,0,0,31,0,0,0
"California","Ventura",2019,90,80,10,0,0,0,0,93,53,40,0,0,75,0,14,1
"California","Yolo",2019,90,79,11,0,0,0,0,83,65,36,0,0,69,0,21,0
"Colorado","Adams",2019,104,60,43,1,0,0,0,132,68,47,0,32,13,0,42,17
"Colorado","Arapahoe",2019,94,80,14,0,0,0,0,84,58,42,0,0,83,0,11,0
"Colorado","Archuleta",2019,89,87,2,0,0,0,0,64,46,11,0,42,44,3,0,0
"Colorado","Boulder",2019,94,68,23,3,0,0,0,119,66,44,0,0,49,0,45,0
"Colorado","Clear Creek",2019,67,66,1,0,0,0,0,54,48,44,0,0,67,0,0,0
"Colorado","Delta",2019,90,85,5,0,0,0,0,67,48,39,0,0,83,0,7,0
"Colorado","Denver",2019,104,47,56,0,1,0,0,153,76,51,0,43,7,0,54,0
"Colorado","Douglas",2019,93,73,19,1,0,0,0,143,61,42,0,0,66,0,27,0
"Colorado","El Paso",2019,93,82,11,0,0,0,0,85,51,43,1,0,79,0,10,3
"Colorado","Fremont",2019,5,5,0,0,0,0,0,29,29,6,0,0,0,0,0,5
"Colorado","Garfield",2019,89,87,2,0,0,0,0,51,44,35,0,0,89,0,0,0
"Colorado","Gunnison",2019,59,58,1,0,0,0,0,51,49,45,0,0,59,0,0,0
"Colorado","Jefferson",2019,90,81,9,0,0,0,0,64,51,44,0,0,90,0,0,0
"Colorado","La Plata",2019,92,86,6,0,0,0,0,71,49,38,1,9,56,0,26,0
"Colorado","Larimer",2019,91,58,32,1,0,0,0,115,71,48,1,0,66,0,24,0
"Colorado","Mesa",2019,90,76,14,0,0,0,0,87,54,43,3,0,63,0,23,1
"Colorado","Montezuma",2019,90,81,9,0,0,0,0,67,51,44,0,0,90,0,0,0
"Colorado","Prowers",2019,25,25,0,0,0,0,0,17,13,8,0,0,0,0,0,25
"Colorado","Pueblo",2019,31,31,0,0,0,0,0,35,31,20,0,0,0,0,28,3
"Colorado","Rio Blanco",2019,59,53,6,0,0,0,0,100,54,43,0,0,52,0,7,0
"Colorado","Routt",2019,24,24,0,0,0,0,0,35,25,9,0,0,0,0,0,24
"Colorado","San Miguel",2019,7,7,0,0,0,0,0,9,9,4,0,0,0,0,0,7
"Colorado","Weld",2019,95,68,25,2,0,0,0,125,70,43,1,0,34,0,60,0
"Connecticut","Windham",2019,59,59,0,0,0,0,0,43,40,35,0,0,59,0,0,0
"Country Of Mexico","BAJA CALIFORNIA NORTE",2019,10,2,4,4,0,0,0,127,127,88,0,0,0,0,0,10
"Country Of Mexico","SONORA",2019,90,83,7,0,0,0,0,93,50,41,0,0,90,0,0,0
"Delaware","Kent",2019,120,98,22,0,0,0,0,83,58,42,0,0,88,0,32,0
"Delaware","New Castle",2019,121,95,26,0,0,0,0,93,60,42,1,4,76,0,40,0
"Delaware","Sussex",2019,120,98,22,0,0,0,0,87,58,41,0,0,78,0,42,0
"District Of Columbia","District of Columbia",2019,120,99,21,0,0,0,0,78,55,32,0,0,0,0,115,5
"Florida","Bay",2019,90,83,7,0,0,0,0,84,49,37,0,0,64,0,26,0
"Florida","Holmes",2019,87,80,7,0,0,0,0,84,50,38,0,0,57,0,30,0
"Florida","Indian River",2019,57,56,1,0,0,0,0,54,43,37,0,0,57,0,0,0
"Florida","Liberty",2019,52,52,0,0,0,0,0,44,40,34,0,0,52,0,0,0
"Florida","Okaloosa",2019,88,82,6,0,0,0,0,84,47,35,0,0,82,0,0,6
"Georgia","Bibb",2019,120,107,13,0,0,0,0,77,51,36,0,0,61,21,38,0
"Georgia","Chatham",2019,120,103,17,0,0,0,0,79,54,41,0,0,53,14,53,0
"Georgia","Chattooga",2019,61,54,7,0,0,0,0,71,51,44,0,0,61,0,0,0
"Georgia","Clarke",2019,119,92,27,0,0,0,0,71,61,40,0,0,61,0,58,0
"Georgia","Clayton",2019,10,8,2,0,0,0,0,54,54,28,0,0,0,0,10,0
"Georgia","Cobb",2019,71,61,10,0,0,0,0,74,51,40,0,0,61,0,10,0
"Georgia","Coffee",2019,10,10,0,0,0,0,0,46,46,18,0,0,0,0,10,0
"Georgia","Columbia",2019,61,52,9,0,0,0,0,74,51,43,0,0,61,0,0,0
"Georgia","Dawson",2019,61,49,11,1,0,0,0,126,64,45,0,0,61,0,0,0
"Georgia","DeKalb",2019,121,100,21,0,0,0,0,67,58,40,1,15,66,0,39,0
"Georgia","Dougherty",2019,54,39,15,0,0,0,0,82,61,35,0,0,0,0,54,0
"Georgia","Douglas",2019,61,58,3,0,0,0,0,61,49,42,0,0,61,0,0,0
"Georgia","Floyd",2019,120,115,5,0,0,0,0,77,34,3,0,0,0,89,31,0
"Georgia","Fulton",2019,121,99,22,0,0,0,0,77,58,39,1,36,59,0,25,0
"Georgia","Glynn",2019,70,62,8,0,0,0,0,74,58,42,0,0,61,0,9,0
"Georgia","Gwinnett",2019,89,59,30,0,0,0,0,93,64,45,0,0,61,0,28,0
"Georgia","Hall",2019,37,30,7,0,0,0,0,60,54,29,0,0,0,0,37,0
"Georgia","Henry",2019,92,85,7,0,0,0,0,67,48,36,0,0,61,0,31,0
"Georgia","Houston",2019,59,44,15,0,0,0,0,72,54,38,0,0,0,0,59,0
"Georgia","Lowndes",2019,109,94,15,0,0,0,0,64,55,36,0,0,0,0,109,0
"Georgia","Murray",2019,61,40,21,0,0,0,0,93,71,46,0,0,61,0,0,0
"Georgia","Muscogee",2019,92,78,14,0,0,0,0,90,55,40,0,0,61,0,31,0
"Georgia","Pike",2019,58,58,0,0,0,0,0,44,40,33,0,0,58,0,0,0
"Georgia","Richmond",2019,120,90,30,0,0,0,0,84,62,44,0,0,56,7,57,0
"Georgia","Rockdale",2019,61,49,12,0,0,0,0,67,58,44,0,0,61,0,0,0
"Georgia","Sumter",2019,61,45,16,0,0,0,0,84,61,44,0,0,61,0,0,0
"Georgia","Walker",2019,59,46,13,0,0,0,0,82,58,35,0,0,0,0,59,0
"Georgia","Washington",2019,9,9,0,0,0,0,0,38,38,18,0,0,0,0,9,0
"Hawaii","Hawaii",2019,89,86,3,0,0,0,0,74,40,3,0,0,0,89,0,0
"Idaho","Bannock",2019,120,120,0,0,0,0,0,50,32,9,0,0,0,0,69,51
"Idaho","Butte",2019,90,88,2,0,0,0,0,64,45,42,0,0,90,0,0,0
"Idaho","Idaho",2019,90,81,9,0,0,0,0,66,51,35,0,0,25,0,65,0
"Idaho","Jerome",2019,89,89,0,0,0,0,0,29,23,10,0,0,0,0,89,0
"Idaho","Nez Perce",2019,6,6,0,0,0,0,0,9,9,7,0,0,0,0,6,0
"Illinois","Adams",2019,31,27,4,0,0,0,0,54,51,44,0,0,31,0,0,0
"Illinois","Champaign",2019,90,71,19,0,0,0,0,73,60,43,0,0,38,0,52,0
"Illinois","Clark",2019,90,90,0,0,0,0,0,47,43,32,0,0,90,0,0,0
"Illinois","Cook",2019,91,39,52,0,0,0,0,87,71,52,1,15,10,0,61,4
"Illinois","DuPage",2019,79,48,31,0,0,0,0,88,65,45,0,0,17,0,62,0
"Illinois","Effingham",2019,31,31,0,0,0,0,0,48,46,43,0,0,31,0,0,0
"Illinois","Hamilton",2019,70,53,17,0,0,0,0,74,55,44,0,0,20,0,50,0
"Illinois","Jersey",2019,88,73,15,0,0,0,0,69,57,43,0,0,21,0,67,0
"Illinois","Jo Daviess",2019,59,58,1,0,0,0,0,64,43,32,0,0,59,0,0,0
"Illinois","Kane",2019,50,40,10,0,0,0,0,79,68,41,0,0,27,0,23,0
"Illinois","La Salle",2019,86,86,0,0,0,0,0,36,4,0,0,0,0,86,0,0
"Illinois","Lake",2019,31,31,0,0,0,0,0,50,46,41,0,0,31,0,0,0
"Illinois","Macon",2019,90,57,33,0,0,0,0,75,61,44,0,0,20,1,69,0
"Illinois","Macoupin",2019,90,90,0,0,0,0,0,47,44,7,0,51,31,8,0,0
"Illinois","Madison",2019,90,44,46,0,0,0,0,99,64,51,0,0,26,0,64,0
"Illinois","McHenry",2019,80,66,14,0,0,0,0,79,55,41,0,0,23,0,57,0
"Illinois","McLean",2019,90,57,33,0,0,0,0,73,63,45,0,0,19,0,71,0
"Illinois","Monroe",2019,90,90,0,0,0,0,0,33,6,1,0,0,0,90,0,0
"Illinois","Peoria",2019,90,64,26,0,0,0,0,71,59,43,0,0,22,0,68,0
"Illinois","Randolph",2019,88,71,17,0,0,0,0,71,53,40,0,0,23,0,65,0
"Illinois","Rock Island",2019,87,62,25,0,0,0,0,77,60,43,0,0,20,0,67,0
"Illinois","Saint Clair",2019,91,59,32,0,0,0,0,72,62,44,2,9,15,0,65,0
"Illinois","Sangamon",2019,86,64,22,0,0,0,0,66,60,43,0,0,22,0,64,0
"Illinois","Tazewell",2019,88,88,0,0,0,0,0,36,10,3,0,0,0,88,0,0
"Illinois","Will",2019,90,56,34,0,0,0,0,80,66,45,0,0,14,0,76,0
"Illinois","Winnebago",2019,83,53,30,0,0,0,0,81,64,46,0,0,18,0,65,0
"Indiana","Allen",2019,59,34,25,0,0,0,0,82,66,45,0,0,5,0,54,0
"Indiana","Bartholomew",2019,90,83,7,0,0,0,0,60,46,35,0,0,61,0,29,0
"Indiana","Boone",2019,87,87,0,0,0,0,0,46,41,32,0,0,87,0,0,0
"Indiana","Brown",2019,90,89,1,0,0,0,0,64,44,33,0,0,90,0,0,0
"Indiana","Carroll",2019,89,89,0,0,0,0,0,46,42,34,0,0,89,0,0,0
"Indiana","Clark",2019,80,74,6,0,0,0,0,62,48,31,0,0,46,0,34,0
"Indiana","Delaware",2019,97,87,10,0,0,0,0,68,52,33,0,0,70,0,27,0
"Indiana","Dubois",2019,39,31,8,0,0,0,0,70,60,29,0,0,0,0,39,0
"Indiana","Elkhart",2019,59,46,13,0,0,0,0,78,56,33,0,0,32,0,27,0
"Indiana","Floyd",2019,59,59,0,0,0,0,0,42,34,28,0,0,58,1,0,0
"Indiana","Greene",2019,79,76,3,0,0,0,0,72,47,31,0,0,45,0,34,0
"Indiana","Hamilton",2019,100,81,19,0,0,0,0,82,56,37,0,0,47,0,53,0
"Indiana","Hendricks",2019,88,88,0,0,0,0,0,50,42,31,0,0,88,0,0,0
"Indiana","Henry",2019,40,34,6,0,0,0,0,63,54,28,0,0,0,0,40,0
"Indiana","Howard",2019,90,80,10,0,0,0,0,79,53,37,0,0,56,0,34,0
"Indiana","Huntington",2019,50,50,0,0,0,0,0,40,34,29,0,0,50,0,0,0
"Indiana","Jackson",2019,59,59,0,0,0,0,0,42,36,29,0,0,59,0,0,0
"Indiana","Knox",2019,59,59,0,0,0,0,0,44,36,30,0,0,59,0,0,0
"Indiana","LaPorte",2019,80,71,9,0,0,0,0,77,53,31,0,0,49,0,31,0
"Indiana","Lake",2019,83,51,32,0,0,0,0,87,66,43,0,0,13,0,69,1
"Indiana","Madison",2019,90,78,12,0,0,0,0,66,53,39,0,0,55,0,35,0
"Indiana","Marion",2019,100,62,38,0,0,0,0,95,68,43,0,0,36,0,64,0
"Indiana","Monroe",2019,79,71,8,0,0,0,0,69,51,30,0,0,0,0,79,0
"Indiana","Morgan",2019,90,89,1,0,0,0,0,58,43,32,0,0,90,0,0,0
"Indiana","Perry",2019,59,59,0,0,0,0,0,42,37,30,0,0,59,0,0,0
"Indiana","Porter",2019,59,49,10,0,0,0,0,67,55,35,0,0,33,0,25,1
"Indiana","Posey",2019,59,59,0,0,0,0,0,43,34,29,0,0,59,0,0,0
"Indiana","Shelby",2019,90,89,1,0,0,0,0,54,42,31,0,0,90,0,0,0
"Indiana","Spencer",2019,40,34,6,0,0,0,0,72,56,28,0,0,0,0,40,0
"Indiana","St. Joseph",2019,80,56,24,0,0,0,0,83,59,40,0,1,8,0,71,0
"Indiana","Sullivan",2019,40,34,6,0,0,0,0,78,52,33,0,0,0,0,40,0
"Indiana","Tippecanoe",2019,59,45,14,0,0,0,0,75,59,38,0,0,0,0,59,0
"Indiana","Vanderburgh",2019,81,69,12,0,0,0,0,70,53,34,0,1,24,0,56,0
"Indiana","Vigo",2019,100,82,18,0,0,0,0,82,55,38,0,0,52,0,48,0
"Indiana","Wabash",2019,49,49,0,0,0,0,0,45,40,33,0,0,49,0,0,0
"Indiana","Warrick",2019,59,59,0,0,0,0,0,43,35,29,0,0,59,0,0,0
"Indiana","Whitley",2019,78,67,11,0,0,0,0,90,52,26,0,0,0,0,78,0
"Iowa","Black Hawk",2019,118,82,36,0,0,0,0,81,64,39,0,0,0,0,118,0
"Iowa","Bremer",2019,59,54,5,0,0,0,0,61,48,42,0,0,59,0,0,0
"Iowa","Cerro Gordo",2019,30,30,0,0,0,0,0,34,22,13,0,0,0,0,0,30
"Iowa","Clinton",2019,119,76,43,0,0,0,0,87,65,44,0,0,36,0,83,0
"Iowa","Harrison",2019,61,58,3,0,0,0,0,71,50,42,0,0,61,0,0,0
"Iowa","Johnson",2019,119,76,43,0,0,0,0,85,67,39,0,0,0,0,119,0
"Iowa","Lee",2019,30,23,7,0,0,0,0,70,67,40,0,0,0,0,30,0
"Iowa","Linn",2019,120,91,29,0,0,0,0,80,64,41,0,0,48,0,72,0
"Iowa","Montgomery",2019,120,89,31,0,0,0,0,74,59,43,0,0,47,0,73,0
"Iowa","Muscatine",2019,120,89,31,0,0,0,0,87,65,34,0,0,0,5,115,0
"Iowa","Palo Alto",2019,119,86,33,0,0,0,0,85,63,44,0,0,44,0,75,0
"Iowa","Polk",2019,121,91,30,0,0,0,0,82,59,42,1,2,70,0,48,0
"Iowa","Pottawattamie",2019,29,18,11,0,0,0,0,70,63,35,0,0,0,0,29,0
"Iowa","Scott",2019,121,66,55,0,0,0,0,87,67,46,1,0,40,0,63,17
"Iowa","Van Buren",2019,118,98,20,0,0,0,0,68,55,41,0,1,49,0,67,1
"Iowa","Woodbury",2019,30,21,9,0,0,0,0,81,72,34,0,0,0,0,30,0
"Kansas","Ford",2019,79,77,2,0,0,0,0,54,24,9,0,0,0,0,0,79
"Kansas","Johnson",2019,87,77,10,0,0,0,0,66,53,38,0,0,51,0,36,0
"Kansas","Leavenworth",2019,88,88,0,0,0,0,0,48,44,32,0,0,88,0,0,0
"Kansas","Neosho",2019,90,64,26,0,0,0,0,72,60,40,0,0,39,0,51,0
"Kansas","Sedgwick",2019,90,83,7,0,0,0,0,62,48,33,0,4,61,0,22,3
"Kansas","Shawnee",2019,90,69,21,0,0,0,0,84,63,42,0,0,39,0,51,0
"Kansas","Sherman",2019,90,90,0,0,0,0,0,32,15,7,0,0,0,0,0,90
"Kansas","Sumner",2019,90,86,4,0,0,0,0,66,48,33,0,3,72,0,15,0
"Kansas","Trego",2019,90,85,5,0,0,0,0,74,46,33,0,0,61,0,29,0
"Kansas","Wyandotte",2019,91,78,12,1,0,0,0,137,57,38,1,4,46,0,40,0
"Kentucky","Bell",2019,5,4,1,0,0,0,0,55,55,26,0,0,0,0,5,0
"Kentucky","Boyd",2019,17,17,0,0,0,0,0,49,43,19,0,0,0,0,11,6
"Kentucky","Campbell",2019,10,8,2,0,0,0,0,59,59,44,0,0,0,0,10,0
"Kentucky","Carter",2019,15,15,0,0,0,0,0,38,32,16,0,0,0,0,10,5
"Kentucky","Christian",2019,6,6,0,0,0,0,0,42,42,25,0,0,0,0,6,0
"Kentucky","Daviess",2019,11,9,2,0,0,0,0,57,54,31,0,0,0,0,11,0
"Kentucky","Edmonson",2019,91,87,4,0,0,0,0,71,47,34,3,0,88,0,0,0
"Kentucky","Fayette",2019,12,10,2,0,0,0,0,58,53,36,0,0,0,0,9,3
"Kentucky","Hardin",2019,11,11,0,0,0,0,0,50,46,33,0,0,0,0,11,0
"Kentucky","Henderson",2019,16,14,2,0,0,0,0,58,51,30,0,0,0,0,11,5
"Kentucky","Livingston",2019,10,10,0,0,0,0,0,17,17,9,0,0,0,0,0,10
"Kentucky","McCracken",2019,16,15,1,0,0,0,0,51,41,30,0,0,0,0,10,6
"Kentucky","Morgan",2019,58,58,0,0,0,0,0,50,43,31,0,0,58,0,0,0
"Kentucky","Perry",2019,6,6,0,0,0,0,0,44,44,27,0,0,0,0,6,0
"Kentucky","Pike",2019,11,11,0,0,0,0,0,38,27,20,0,0,0,0,11,0
"Kentucky","Pulaski",2019,10,10,0,0,0,0,0,50,50,25,0,0,0,0,10,0
"Kentucky","Trigg",2019,59,59,0,0,0,0,0,43,40,31,0,0,59,0,0,0
"Kentucky","Warren",2019,11,10,1,0,0,0,0,51,47,33,0,0,0,0,11,0
"Kentucky","Washington",2019,59,59,0,0,0,0,0,47,41,31,0,0,59,0,0,0
"Louisiana","Ascension",2019,119,104,15,0,0,0,0,84,58,33,0,5,114,0,0,0
"Louisiana","Bossier",2019,120,112,8,0,0,0,0,74,50,34,0,0,111,0,7,2
"Louisiana","Caddo",2019,117,106,11,0,0,0,0,74,50,34,0,0,117,0,0,0
"Louisiana","Calcasieu",2019,120,88,32,0,0,0,0,90,58,43,0,1,60,1,58,0
"Louisiana","East Baton Rouge",2019,121,96,25,0,0,0,0,97,58,41,1,6,77,1,36,0
"Louisiana","Iberville",2019,120,106,14,0,0,0,0,74,51,35,0,0,120,0,0,0
"Louisiana","Jefferson",2019,120,108,12,0,0,0,0,84,51,37,0,6,103,0,11,0
"Louisiana","Lafayette",2019,120,99,21,0,0,0,0,80,56,41,0,0,78,0,42,0
"Louisiana","Lafourche",2019,120,102,18,0,0,0,0,71,54,40,0,0,69,0,51,0
"Louisiana","Livingston",2019,120,97,23,0,0,0,0,97,58,40,0,0,82,0,38,0
"Louisiana","Orleans",2019,121,117,4,0,0,0,0,57,38,25,3,57,0,0,57,4
"Louisiana","Ouachita",2019,117,104,13,0,0,0,0,71,51,36,0,0,117,0,0,0
"Louisiana","Pointe Coupee",2019,116,102,14,0,0,0,0,97,51,36,0,0,116,0,0,0
"Louisiana","St. Bernard",2019,120,80,40,0,0,0,0,87,60,46,0,0,58,6,56,0
"Louisiana","St. Charles",2019,120,117,3,0,0,0,0,71,31,3,0,0,0,120,0,0
"Louisiana","St. James",2019,120,116,4,0,0,0,0,58,47,31,0,0,120,0,0,0
"Louisiana","St. John the Baptist",2019,120,110,10,0,0,0,0,67,48,34,0,0,120,0,0,0
"Louisiana","St. Martin",2019,120,112,8,0,0,0,0,67,49,34,0,0,120,0,0,0
"Louisiana","St. Tammany",2019,120,107,13,0,0,0,0,84,51,36,0,0,102,0,18,0
"Louisiana","West Baton Rouge",2019,120,112,8,0,0,0,0,74,49,33,0,20,100,0,0,0
"Maine","Androscoggin",2019,120,113,7,0,0,0,0,62,46,37,0,0,59,0,61,0
"Maine","Aroostook",2019,90,82,8,0,0,0,0,66,50,36,0,0,36,0,54,0
"Maine","Cumberland",2019,121,103,18,0,0,0,0,78,54,43,1,0,78,0,41,1
"Maine","Hancock",2019,121,116,5,0,0,0,0,59,49,41,3,0,108,0,10,0
"Maine","Kennebec",2019,119,117,2,0,0,0,0,54,47,34,0,53,61,0,5,0
"Maine","Knox",2019,61,61,0,0,0,0,0,50,47,44,0,0,61,0,0,0
"Maine","Oxford",2019,120,112,8,0,0,0,0,68,47,32,0,0,42,0,78,0
"Maine","Penobscot",2019,120,117,3,0,0,0,0,62,46,38,0,0,61,0,59,0
"Maine","Washington",2019,120,119,1,0,0,0,0,51,47,40,0,0,120,0,0,0
"Maine","York",2019,71,67,4,0,0,0,0,58,49,44,0,0,71,0,0,0
"Maryland","Allegany",2019,90,76,9,5,0,0,0,132,72,10,0,0,0,90,0,0
"Maryland","Anne Arundel",2019,80,75,5,0,0,0,0,61,46,7,0,0,30,41,0,9
"Maryland","Baltimore",2019,91,73,18,0,0,0,0,92,55,41,1,9,47,1,33,0
"Maryland","Baltimore (City)",2019,90,75,15,0,0,0,0,98,60,40,0,9,22,0,59,0
